,MIN_PRICE,MAX_PRICE,CLASSIFICATION_GENRE,VENUE_LATITUDE,VENUE_LONGITUDE
8,35.0,59.5,World,40.77517125,-73.56055321
10,22.5,22.5,Hip-Hop/Rap,27.959926,-82.442705
11,20.0,20.0,Pop,40.720364,-73.993542
30,48.6,57.94,Undefined,25.94960232,-80.13458177
31,15.0,119.75,Religious,38.8330513,-77.3098503
38,89.95,99.95,Undefined,36.113397,-115.160087
45,15.0,15.0,Other,39.985866,-83.005629
54,45.0,250.0,Rock,42.2794021,-83.7419107
152,24.95,24.95,Dance/Electronic,34.102718,-118.327156
166,34.71,77.97,Religious,35.553125,-77.396364
174,19.95,19.95,Other,39.73355,-104.98706
181,23.0,23.0,Alternative,42.28014,-83.7511
191,12.0,12.0,Rock,42.36422,-71.10133
192,15.39,828.05,Hip-Hop/Rap,37.330003,-121.885808
194,25.0,75.0,Rock,41.527733,-88.081972
196,0.0,14.95,Reggae,33.64245,-117.91764
217,10.0,10.0,Alternative,42.28014,-83.7511
263,12.0,12.0,Alternative,40.014735,-83.000349
309,14.01,14.01,Dance/Electronic,40.702624,-73.929611
311,12.0,12.0,Metal,42.36422,-71.10133
348,35.0,35.0,Country,38.569993,-121.49087928
374,10.0,10.0,World,41.508513,-81.580335
388,22.5,22.5,R&B,33.699879,-117.917493
402,50.0,50.0,World,40.09209593069998,-74.21495800000001
405,10.0,10.0,Rock,41.508513,-81.580335
420,59.5,159.0,Rock,38.8961209,-77.0296101
445,25.0,25.0,Blues,30.262134,-97.729399
487,20.0,20.0,Rock,34.04898,-118.23365
490,42.0,52.0,Rock,42.0625412,-87.7467848
499,17.0,17.0,Rock,47.5590595,-122.303927
518,32.36,112.64,R&B,37.769739,-122.420282
614,25.0,39.5,Rock,32.78521325,-96.80851279
645,18.0,18.0,Rock,40.25371273,-76.86916645
653,25.0,25.0,Dance/Electronic,41.91287,-87.6634
703,59.95,229.95,World,38.84026,-121.31368
704,20.0,50.0,Pop,26.200545,-98.259145
734,36.5,46.5,Rock,33.43699137,-111.94398356
764,29.5,29.5,Rock,38.569993,-121.49087928
768,40.0,60.0,R&B,35.962335,-83.917015
784,39.5,85.0,Dance/Electronic,43.6133,-116.20705
805,9.97,9.97,Rock,33.7918926,-84.3877907
808,35.0,55.0,R&B,37.8077176,-122.2700597
831,20.0,20.0,Dance/Electronic,42.35330048,-71.04747991
834,50.0,130.0,Rock,33.448775,-112.079564
854,55.12,55.12,World,39.672363,-104.865271
874,15.0,15.0,Country,39.092089,-84.493152
882,10.0,10.0,Rock,32.784321,-96.784998
887,22.0,22.0,Rock,47.6612386,-122.3654455
892,12.0,12.0,Metal,40.245112,-76.898304
900,0.0,0.0,Pop,39.092089,-84.493152
915,24.5,44.5,Country,41.52581394,-90.50517
923,25.0,45.0,Rock,33.451085,-112.079228
927,125.0,125.0,Dance/Electronic,29.949399,-90.064806
929,35.0,35.0,Rock,30.268487,-97.736192
935,34.5,144.5,Metal,44.979657,-93.274889
936,0.0,0.0,Other,28.55976,-81.36474
1008,15.0,15.0,Latin,40.3563327,-75.9196123
1045,49.0,249.0,Latin,33.445899,-112.071313
1060,16.5,16.5,Rock,33.806533,-117.912474
1093,17.45,17.45,Jazz,35.820643,-86.266806
1098,10.0,10.0,Country,31.335558,-89.345157
1140,20.0,20.0,Rock,34.077729,-118.260108
1174,89.95,99.95,Undefined,36.113397,-115.160087
1183,19.95,19.95,Dance/Electronic,33.64245,-117.91764
1188,24.95,24.95,Dance/Electronic,34.10205,-118.3209
1199,17.45,17.45,Alternative,40.7257,-73.991673
1200,13.61,13.61,Other,40.722974,-73.98608
1209,15.0,15.0,Alternative,36.15872,-95.99396
1212,37.0,37.0,Rock,26.166888,-80.117058
1249,40.0,40.0,Jazz,29.964167,-90.057912
1256,25.0,25.0,Reggae,40.220001,-74.00071097
1258,35.0,35.0,World,29.964167,-90.057912
1263,19.95,19.95,Dance/Electronic,39.73504,-104.98574
1266,0.0,14.95,Dance/Electronic,33.64245,-117.91764
1268,10.0,30.0,Hip-Hop/Rap,29.9667574,-90.0896109
1271,92.95,92.95,Dance/Electronic,32.7101458,-117.1616597
1281,64.5,135.0,Rock,41.35002986,-81.5266107
1289,20.0,20.0,Dance/Electronic,32.790188,-79.938335
1291,13.36,13.36,Alternative,36.194958,-86.743149
1292,25.0,25.0,Dance/Electronic,35.97573,-83.9225
1296,34.5,69.5,Rock,26.134246,-80.136172
1308,56.38,56.38,World,40.75371,-73.90352
1309,5.0,320.0,Country,42.271246,-88.1976728
1313,0.0,0.0,Rock,34.618276,-118.190148
1321,20.0,20.0,Country,29.9667574,-90.0896109
1339,24.95,24.95,Dance/Electronic,34.10205,-118.3209
1342,32.25,32.25,Rock,40.70708,-73.92193
1345,28.5,28.5,Metal,42.3518332,-71.1195379
1350,15.0,20.0,Rock,36.8493416,-76.0194075
1353,5.0,5.0,Reggae,28.810713,-81.265142
1373,18.99,18.99,Rock,43.051315720388,-76.16164963558
1376,40.0,40.0,Jazz,29.964167,-90.057912
1379,35.0,35.0,World,29.964167,-90.057912
1391,30.06,40.61,Jazz,40.7590167,-73.9896861
1392,18.0,18.0,Rock,42.3998466,-83.0611727
1417,60.0,75.0,Rock,42.3504843,-71.065086
1431,28.0,28.0,Reggae,38.91795,-77.02373
1438,15.0,15.0,Pop,34.04898,-118.23365
1444,5.0,320.0,Rock,42.271246,-88.1976728
1445,20.0,30.0,Metal,37.708592,-122.133066
1448,39.75,169.75,Country,42.9860461,-71.4630832
1452,79.0,79.0,Metal,48.560728,-122.347852
1457,23.63,34.45,R&B,43.048366,-76.153423
1459,15.42,15.42,Alternative,36.194958,-86.743149
1481,25.0,50.0,World,42.017226,-93.63722
1498,0.0,0.0,Pop,37.7755,-122.4378
1499,45.0,95.0,Latin,33.758688,-84.391449
1541,0.0,0.0,Other,37.78323,-122.463783
1550,0.0,0.0,Other,37.78323,-122.463783
1553,0.0,0.0,Other,37.78323,-122.463783
1664,25.0,25.0,Rock,38.91795,-77.02373
1681,12.0,12.0,Rock,42.113627,-88.0491099
1684,20.0,30.0,Country,39.143968,-84.521195
1687,25.0,25.0,Undefined,38.91795,-77.02373
1701,59.5,179.5,Pop,33.9583,-118.341868
1702,22.0,22.0,R&B,32.71662,-117.15951
1704,0.0,0.0,Other,37.78323,-122.463783
1712,20.48,20.48,Alternative,33.777011,-117.940602
1724,25.0,40.0,Metal,38.99734055,-77.02746183
1729,0.0,0.0,Other,37.78323,-122.463783
1735,15.0,15.0,Alternative,40.014735,-83.000349
1763,7.0,7.0,Pop,41.48479293594138,-81.82448008835325
1766,38.0,38.0,Pop,38.569993,-121.49087928
1771,59.5,294.0,Rock,41.0013461,-73.6654488
1773,38.0,53.0,Rock,32.8220161,-79.9514654
1813,0.0,0.0,Dance/Electronic,40.7258559,-73.9840245
1821,25.0,49.5,Country,32.7885,-97.34775
1845,0.0,0.0,Alternative,36.137061,-86.778496
1849,0.0,0.0,Hip-Hop/Rap,28.55976,-81.36474
1886,16.0,16.0,Rock,40.721926,-73.957346
1894,12.0,12.0,Metal,39.082695,-84.509561
1895,25.0,25.0,Jazz,41.508513,-81.580335
1901,12.3,17.7,Alternative,43.150062,-77.600122
1903,25.0,25.0,Dance/Electronic,38.91795,-77.02373
1908,13.61,13.61,Other,40.722974,-73.98608
1921,50.76,81.76,Undefined,36.098738,-115.175011
1940,0.0,0.0,Other,41.571146,-81.570444
1945,39.99,69.99,Undefined,36.135691,-115.152356
1951,15.0,15.0,Metal,42.36422,-71.10133
1975,139.95,399.95,Pop,38.84026,-121.31368
1980,20.0,100.0,Other,29.9368716,-90.0916424
1994,37.51,68.92,Jazz,38.299671,-122.285516
1995,37.51,68.92,Jazz,38.299671,-122.285516
1999,40.0,40.0,Jazz,29.964167,-90.057912
2000,40.0,40.0,Jazz,29.964167,-90.057912
2004,16.51,16.51,Country,39.672363,-104.865271
2023,18.98,18.98,World,33.747048,-117.866312
2026,32.72,44.15,Blues,40.761816,-73.983389
2033,11.0,11.0,Dance/Electronic,47.665699,-122.38289
2036,0.0,0.0,Pop,28.55976,-81.36474
2040,0.0,0.0,Blues,41.86489,-87.78952
2042,0.0,0.0,Jazz,41.86489,-87.78952
2057,0.0,0.0,Other,41.5706596,-81.5733357
2066,25.0,25.0,Jazz,29.964167,-90.057912
2067,25.0,25.0,Jazz,29.964167,-90.057912
2073,55.27,65.53,Hip-Hop/Rap,40.75371,-73.90352
2079,16.51,16.51,Country,39.672363,-104.865271
2121,49.49,49.49,R&B,34.09146884,-118.319735
2132,15.42,15.42,Alternative,36.194958,-86.743149
2142,49.49,49.49,R&B,34.09146884,-118.319735
2184,30.0,35.0,Blues,41.5706596,-81.5733357
2186,0.0,0.0,Folk,39.092089,-84.493152
2208,35.0,35.0,Rock,38.91819,-77.02241
2218,25.0,25.0,Jazz,29.9667574,-90.0896109
2231,35.0,40.0,Other,21.27665138244629,-157.826171875
2257,58.5,98.5,Rock,39.101621,-84.507227
2264,15.0,25.0,Dance/Electronic,35.815896,-78.619991
2282,29.0,69.0,Rock,33.281669,-111.973712
2286,41.73,63.13,Rock,26.93678811,-82.05278568
2315,59.5,595.0,Rock,43.606728,-116.207386
2330,29.5,149.5,Metal,42.341089,-83.055434
2341,55.0,312.0,Country,32.8220161,-79.9514654
2390,20.0,20.0,Rock,42.113627,-88.0491099
2391,49.95,49.95,Other,39.744362,-104.990271
2392,10.0,10.0,Rock,42.113627,-88.0491099
2404,25.0,25.0,Metal,35.815896,-78.619991
2463,49.0,89.0,R&B,33.281669,-111.973712
2491,10.0,10.0,Alternative,42.28014,-83.7511
2492,7.0,7.0,Rock,42.113627,-88.0491099
2495,15.0,15.0,Rock,34.04898,-118.23365
2501,25.0,25.0,Rock,44.05116,-123.097103
2525,35.46,45.76,Jazz,40.7590167,-73.9896861
2541,30.0,50.0,Rock,41.5322663,-87.2551843
2545,22.0,22.0,Dance/Electronic,42.28014,-83.7511
2552,49.87,49.87,Hip-Hop/Rap,36.175636,-86.755652
2587,50.76,81.76,Undefined,36.098738,-115.175011
2648,39.5,79.5,R&B,33.790098,-84.385493
2703,18.5,89.0,Country,33.42535353,-111.92926329
2709,20.0,20.0,Undefined,30.26605,-97.740401
2710,49.5,69.5,Metal,29.75377797,-95.36381697
2724,49.5,99.5,R&B,40.69137302,-73.98124051
2739,0.0,0.0,Pop,47.61458,-122.34915
2751,14.99,150.0,Pop,41.5322663,-87.2551843
2752,20.0,49.5,Hip-Hop/Rap,32.790548,-96.814464
2757,30.81,30.81,Rock,43.051315720388,-76.16164963558
2763,12.0,12.0,Rock,45.50122605,-122.65284748
2815,25.0,25.0,Country,33.467108,-88.811518
2831,10.0,10.0,Metal,38.602643,-90.175493
2833,0.0,0.0,Rock,41.571146,-81.570444
2834,24.95,24.95,Dance/Electronic,32.7101458,-117.1616597
2848,59.98,79.98,Rock,36.1101115,-115.1708107
2882,25.0,35.0,Dance/Electronic,42.2185947623,-83.5218059153
2901,12.0,12.0,Alternative,-87.713192,41.924576
2902,30.0,30.0,Metal,40.82711,-74.10333
2927,32.5,59.5,Hip-Hop/Rap,39.75333786,-104.99507141
2941,13.36,13.36,Pop,36.194958,-86.743149
2969,15.0,40.0,Rock,41.527733,-88.081972
2972,10.0,10.0,Other,38.602643,-90.175493
2991,35.0,65.0,Rock,42.4605914,-83.2129839
3001,15.0,15.0,Alternative,45.523588,-122.676857
3002,20.0,60.0,Rock,42.2666,-71.79923
3036,12.0,12.0,Country,45.50122605,-122.65284748
3071,12.0,12.0,Other,39.9849634,-83.0375112
3084,30.0,30.0,Rock,34.0473,-118.24799
3100,46.26,61.71,Hip-Hop/Rap,33.51231,-117.15926
3166,20.0,35.0,Rock,39.115604,-77.5678328
3240,41.11,61.71,Hip-Hop/Rap,35.3084689,-119.0025621
3270,39.5,139.5,Rock,39.52331,-119.781017
3271,36.5,76.5,Pop,37.481669,-82.515092
3280,29.0,65.0,Undefined,40.349071,-74.07022
3286,32.0,32.0,Rock,42.3518332,-71.1195379
3297,22.0,22.0,Rock,34.076851,-118.381072
3310,9.17,9.17,Undefined,36.011306,-115.175281
3361,39.5,85.0,Rock,39.1157,-77.5656
3374,55.0,85.0,Rock,46.3750691,-120.3423175
3411,127.5,318.5,Rock,36.1207267,-115.1642896
3513,32.42,32.42,R&B,37.7755,-122.4378
3525,18.0,33.0,Pop,33.451085,-112.079228
3553,25.0,50.0,Rock,39.153353,-94.483047
3577,25.0,59.5,Undefined,42.273926,-89.093001
3622,35.0,35.0,Rock,29.78627,-95.36562
3639,17.0,17.0,Folk,41.571146,-81.570444
3663,30.0,30.0,Alternative,41.857717,-87.657459
3717,20.0,20.0,Blues,38.03066678,-78.48125473
3719,23.87,23.87,Folk,37.769739,-122.420282
3734,50.9,86.44,Folk,40.759649,-73.987331
3747,30.0,30.0,R&B,34.0473,-118.24799
3756,25.0,25.0,Country,30.262134,-97.729399
3771,19.0,19.0,Rock,37.78323,-122.463783
3777,35.0,125.0,Alternative,38.6353739943,-90.21153963558
3781,35.0,65.0,Rock,32.76931197,-96.79808128
3796,35.0,35.0,Rock,40.25371273,-76.86916645
3808,24.95,24.95,Dance/Electronic,32.71498,-117.16078
3810,0.0,0.0,Country,37.7755,-122.4378
3819,25.0,480.0,Hip-Hop/Rap,41.7558752,-88.2161976
3821,65.0,100.0,Rock,35.140162,-90.055558
3851,15.0,15.0,Hip-Hop/Rap,41.508513,-81.580335
3854,0.0,14.95,Dance/Electronic,34.102718,-118.327156
3882,63.5,183.5,Classical,42.3499769,-71.0652677
3883,20.0,20.0,Hip-Hop/Rap,32.790548,-96.814464
3898,36.0,51.0,Rock,32.788311,-79.936803
3907,35.0,69.5,Rock,29.7628087,-95.3672891
3930,17.0,17.0,Rock,40.238168,-76.982145
3983,29.5,49.5,Pop,39.129949,-84.508882
3991,55.0,55.0,Undefined,42.96368051,-85.6727647
4023,20.0,20.0,Reggae,41.947012,-87.656821
4055,37.51,68.92,Jazz,38.299671,-122.285516
4060,37.51,68.92,Jazz,38.299671,-122.285516
4092,25.0,25.0,Metal,28.541017,-81.3723874
4095,30.0,30.0,Reggae,39.143968,-84.521195
4099,29.28,29.28,Blues,36.9875105,-121.9828327
4139,7.0,7.0,Pop,33.50539,-86.79049
4285,27.5,65.0,Rock,32.748097,-117.131213
4286,30.0,65.0,Hip-Hop/Rap,40.734917,-73.9884469
4287,25.0,25.0,Rock,42.3323449,-83.041464
4348,25.0,30.0,Dance/Electronic,39.941305,-75.148678
4360,25.0,25.0,Rock,32.225101,-110.969001
4374,36.5,122.0,Rock,32.8674834,-80.0212533
4383,25.0,25.0,Pop,36.151435,-86.804438
4556,35.0,35.0,Reggae,38.9174,-77.028992
4560,29.5,49.5,World,39.77464676,-86.15145874
4624,30.0,45.0,R&B,33.451085,-112.079228
4638,75.0,125.0,Rock,27.993871,-82.37106
4661,15.0,40.0,Dance/Electronic,39.96477,-75.134457
4780,25.0,161.77,Country,39.3408442,-84.4607023
4781,59.98,79.98,Rock,36.1101115,-115.1708107
4811,0.0,0.0,Dance/Electronic,37.7755,-122.4378
4814,21.0,91.0,Latin,31.758915,-106.492664
4839,40.0,60.0,Undefined,33.800872,-78.7398774
4897,40.0,40.0,Hip-Hop/Rap,42.3528999,-71.1326128
4909,20.0,30.0,Undefined,38.24851446,-85.75788997
4926,20.0,35.0,Rock,34.09992143,-117.4352967
4968,49.0,49.0,Other,39.744362,-104.990271
4995,21.03,21.03,Blues,41.5341,-73.58431
4998,25.76,25.76,Country,36.152076,-86.770085
5013,49.5,145.0,Rock,40.779925,-73.980673
5059,20.0,20.0,Country,32.790188,-79.938335
5068,31.0,61.0,Rock,42.637121,-83.291887
5071,25.76,25.76,Country,36.152076,-86.770085
5085,46.0,246.0,Metal,38.57741,-121.48936
5088,35.0,70.0,Undefined,39.29716807,-77.85236187
5101,30.0,50.0,Rock,42.3471841,-71.0957036
5117,18.0,18.0,Alternative,43.618089,-116.207009
5144,35.5,121.0,Rock,34.726557,-86.589925
5147,25.0,25.0,Rock,36.15872,-95.99396
5148,16.0,16.0,Alternative,33.449979,-112.074318
5160,18.0,18.0,Rock,34.077729,-118.260108
5162,15.0,35.0,Rock,39.115604,-77.5678328
5167,25.76,25.76,Country,36.152076,-86.770085
5178,25.76,25.76,Country,36.152076,-86.770085
5181,18.0,18.0,Blues,30.26605,-97.740401
5223,28.95,36.95,Pop,36.23887757,-115.11914158
5242,34.5,144.5,Metal,43.04228,-87.916896
5247,26.86,148.47,Country,36.152076,-86.770085
5263,35.0,45.0,Country,37.20954895,-93.28625488
5318,50.76,81.76,Undefined,36.098738,-115.175011
5324,40.0,190.0,Pop,38.608822,-90.223274
5335,45.0,45.0,Undefined,42.96368051,-85.6727647
5356,29.5,39.5,Metal,41.857717,-87.657459
5357,27.5,27.5,Rock,30.262134,-97.729399
5369,17.0,17.0,Alternative,33.449979,-112.074318
5378,26.86,148.47,Country,36.152076,-86.770085
5389,26.86,148.47,Country,36.152076,-86.770085
5390,25.0,70.0,Hip-Hop/Rap,39.957705,-75.159035
5416,20.0,50.0,Alternative,33.449979,-112.074318
5423,32.42,32.42,Dance/Electronic,37.7755,-122.4378
5437,26.86,148.47,Country,36.152076,-86.770085
5467,28.3,28.3,Pop,33.482292,-117.671419
5473,33.44,33.44,Pop,33.482292,-117.671419
5504,15.0,15.0,Jazz,41.5706596,-81.5733357
5508,35.0,59.5,Rock,29.76539,-95.36416
5517,23.1,23.1,Pop,40.7258559,-73.9840245
5521,0.0,0.0,Rock,28.55976,-81.36474
5529,29.5,29.5,Rock,42.65288,-73.75036
5534,12.0,12.0,Country,45.50122605,-122.65284748
5537,12.0,12.0,Country,45.50122605,-122.65284748
5539,15.0,15.0,Metal,33.449979,-112.074318
5549,32.0,32.0,Rock,30.268487,-97.736192
5556,20.48,20.48,World,33.777011,-117.940602
5563,0.0,0.0,Other,28.55976,-81.36474
5572,45.0,100.0,Pop,41.979238,-87.867325
5574,35.9,51.85,Jazz,34.098337,-118.337228
5602,12.0,12.0,Pop,42.36422,-71.10133
5605,15.0,15.0,Alternative,42.28014,-83.7511
5606,18.0,18.0,Country,36.9875105,-121.9828327
5652,20.0,35.0,Rock,33.4511853,-111.9263953
5655,27.5,55.0,Rock,40.76963375,-111.90302543
5659,29.5,29.5,Pop,38.99734055,-77.02746183
5663,54.1,70.3,Rock,32.22193527,-110.96641541
5667,37.5,57.5,Rock,47.61196,-122.34142
5672,55.5,271.0,R&B,32.741072,-97.368507
5678,20.0,20.0,Reggae,39.143968,-84.521195
5708,30.0,50.0,Hip-Hop/Rap,38.99734055,-77.02746183
5740,15.0,25.0,Dance/Electronic,38.902135,-77.032811
5760,50.0,110.0,Hip-Hop/Rap,39.100528,-84.432503
5783,18.0,18.0,Pop,41.571146,-81.570444
5848,24.75,125.0,Rock,41.4486599,-72.846188
5850,25.0,75.0,Metal,41.527733,-88.081972
5853,59.98,79.98,Undefined,36.1101115,-115.1708107
5875,35.0,35.0,Other,45.523588,-122.676857
5896,32.5,42.5,Hip-Hop/Rap,32.78521325,-96.80851279
5898,26.3,26.3,R&B,40.70708,-73.92193
6009,20.0,20.0,Undefined,43.656551,-70.258943
6073,150.0,150.0,Rock,40.720364,-73.993542
6129,15.0,30.0,Rock,38.878762,-77.024045
6151,60.0,260.0,Rock,36.116156,-115.175058
6161,44.99,74.99,R&B,36.135691,-115.152356
6162,30.0,50.0,Hip-Hop/Rap,39.941305,-75.148678
6163,44.5,149.5,Metal,39.52331,-119.781017
6174,20.0,20.0,Pop,34.077729,-118.260108
6184,30.0,30.0,Country,34.0473,-118.24799
6227,22.0,22.0,Rock,47.61458,-122.34915
6234,0.0,0.0,Rock,36.151435,-86.804438
6236,25.0,25.0,Metal,42.3518332,-71.1195379
6250,15.0,15.0,Latin,39.741126,-75.550253
6301,30.0,85.0,Dance/Electronic,34.09850537,-118.32421313
6310,36.82,116.82,Rock,30.325,-81.662448
6436,20.0,20.0,Pop,34.077729,-118.260108
6442,38.0,100.0,Pop,41.32352,-74.80013
6448,20.0,20.0,Rock,40.721926,-73.957346
6452,36.5,66.5,Rock,33.80303485,-117.88624041
6494,22.0,22.0,Rock,41.885046,-87.661767
6496,25.0,25.0,Rock,40.720364,-73.993542
6510,25.0,25.0,Dance/Electronic,42.365977,-71.0617
6523,75.01,158.7,Country,35.03857819061,-85.3060519754
6535,30.0,137.5,Country,30.314939,-81.681258
6547,30.5,40.5,Country,41.2453832,-75.8818108
6548,24.95,24.95,Dance/Electronic,39.73355,-104.98706
6553,19.95,19.95,Dance/Electronic,39.73355,-104.98706
6555,24.95,24.95,Dance/Electronic,39.73355,-104.98706
6557,19.95,19.95,Dance/Electronic,39.73355,-104.98706
6561,0.0,0.0,Pop,41.857717,-87.657459
6567,86.99,111.49,Undefined,36.1101115,-115.1708107
6600,25.0,25.0,Country,34.077729,-118.260108
6631,22.0,37.5,Rock,44.980837,-93.237034
6637,39.8,48.22,Rock,35.9711714,-83.9204725
6639,25.0,25.0,Alternative,28.605164,-81.2977308
6640,20.0,35.0,Undefined,36.8493416,-76.0194075
6647,49.5,159.5,Metal,38.580372,-121.500231
6648,29.75,169.75,Country,27.8088984,-97.3935427
6649,39.99,69.99,Undefined,36.135691,-115.152356
6654,22.0,22.0,Rock,39.96477,-75.134457
6677,49.99,49.99,Hip-Hop/Rap,33.75184,-84.389887
6702,39.5,74.5,Country,33.757796,-84.394569
6720,50.29,68.21,Rock,35.03857819061,-85.3060519754
6739,30.0,60.0,Pop,36.173214,-86.783632
6790,29.5,52.5,Dance/Electronic,42.3471841,-71.0957036
6804,27.5,37.5,Hip-Hop/Rap,32.78521325,-96.80851279
6805,65.62,65.62,World,33.99647,-118.45786
6808,79.5,159.5,Latin,29.76539,-95.36416
6809,11.05,11.05,Alternative,34.618276,-118.190148
6813,18.76,18.76,Rock,33.99647,-118.45786
6859,30.61,30.61,Dance/Electronic,35.97573,-83.9225
6861,12.0,12.0,Folk,47.665699,-122.38289
6863,32.0,32.0,Rock,41.86489,-87.78952
6870,25.0,25.0,Rock,33.699879,-117.917493
6878,59.5,125.0,Rock,47.6135664,-122.3319103
6886,29.83,29.83,Alternative,33.99647,-118.45786
6895,5.0,10.0,Dance/Electronic,42.961269,-85.668812
6905,43.61,60.71,Jazz,40.73094,-74.00065
6909,43.61,60.71,Jazz,40.73094,-74.00065
6911,39.99,69.99,Undefined,36.135691,-115.152356
6912,12.0,12.0,Folk,28.5684439,81.3465159
6913,43.61,60.71,Jazz,40.73094,-74.00065
6914,35.46,35.46,Alternative,36.9875105,-121.9828327
6936,12.0,12.0,Folk,27.9910773,-82.4596554
6940,38.05,54.94,Rock,40.73094,-74.00065
6942,38.05,54.94,Rock,40.73094,-74.00065
6944,38.05,54.94,Rock,40.73094,-74.00065
6951,33.0,93.0,Country,32.0784855,-81.0977944
6971,43.61,60.71,Jazz,40.73094,-74.00065
6980,24.76,24.76,Rock,36.152076,-86.770085
6983,34.48,34.48,Rock,36.151435,-86.804438
6985,25.0,55.0,Other,42.636742,-83.291705
7002,74.5,79.5,Latin,29.949399,-90.064806
7007,20.0,20.0,Rock,42.461839,-83.134773
7009,16.0,16.0,Rock,33.800872,-78.7398774
7012,38.05,54.94,Rock,40.73094,-74.00065
7016,25.0,25.0,Hip-Hop/Rap,47.66126297,-122.31405191
7029,54.94,77.6,Jazz,40.73094,-74.00065
7042,27.5,202.5,Alternative,44.0596714,-121.308361
7045,25.0,25.0,Children's Music,29.9531499,-90.0661687
7059,18.0,20.0,Pop,39.96477,-75.134457
7062,39.02,39.02,Country,41.5341,-73.58431
7067,21.0,61.0,Undefined,33.515078,-86.80918
7072,10.0,10.0,Blues,30.26605,-97.740401
7077,17.0,17.0,Rock,32.71662,-117.15951
7083,35.0,65.0,Rock,39.75333786,-104.99507141
7084,34.0,47.0,Undefined,42.339324,-83.067158
7094,20.0,40.0,Rock,40.17542,-76.31327
7097,17.5,37.5,Blues,43.07634404,-70.76009881
7099,17.65,17.65,Rock,40.722036,-73.986806
7117,0.0,0.0,Rock,39.941327,-75.1478724
7118,55.0,55.0,Rock,34.04024506,-118.2592392
7121,20.0,20.0,Folk,43.048563,-87.89606100000003
7127,14.95,82.95,Dance/Electronic,34.0417391,-118.2512004
7129,24.95,24.95,Dance/Electronic,39.73504,-104.98574
7164,0.0,0.0,Blues,41.571146,-81.570444
7176,20.0,35.0,Alternative,33.39607,-104.52143
7177,18.0,18.0,Other,41.900476,-74.00594130000002
7178,0.0,0.0,Rock,39.941327,-75.1478724
7185,32.5,55.0,Rock,32.9758,-117.2583
7188,44.99,74.99,R&B,36.135691,-115.152356
7197,49.5,89.5,Rock,32.9758,-117.2583
7201,30.0,75.0,Rock,41.49949386,-81.6910261
7221,39.5,79.5,Folk,37.972343,-87.566044
7227,35.0,35.0,Blues,30.437812,-91.1898835
7230,25.0,25.0,Metal,30.437812,-91.1898835
7251,45.0,95.0,Rock,41.9063,-87.659
7255,15.0,15.0,Dance/Electronic,33.751769,-84.389681
7265,39.95,39.95,Dance/Electronic,32.7101458,-117.1616597
7266,100.0,100.0,Blues,41.5706596,-81.5733357
7267,15.0,20.0,Dance/Electronic,38.902135,-77.032811
7270,25.0,75.0,Undefined,40.104486,-85.678886
7286,0.0,0.0,Rock,39.941327,-75.1478724
7288,17.0,17.0,Metal,38.608822,-90.223274
7289,25.0,35.0,Metal,39.77464676,-86.15145874
7295,45.0,45.0,Country,39.29716807,-77.85236187
7306,25.0,39.5,Rock,39.058117,-94.586391
7317,22.6,22.6,World,35.820643,-86.266806
7356,13.07,13.07,Rock,43.048366,-76.153423
7368,0.0,0.0,Hip-Hop/Rap,40.7258559,-73.9840245
7369,10.0,10.0,World,43.613261,-116.207154
7424,15.4,20.55,Dance/Electronic,43.0474234,-76.1518037
7426,39.0,59.0,Country,42.3471841,-71.0957036
7441,12.8,12.8,Dance/Electronic,40.7258559,-73.9840245
7452,43.0,253.0,Blues,41.88537,-87.627457
7453,29.0,69.0,Country,40.895358,-73.97511
7461,20.04,20.04,Rock,38.8372852,-104.7899982
7467,35.0,35.0,Rock,32.22193527,-110.96641541
7473,30.0,40.0,Jazz,42.37249,-71.12302
7487,58.11,93.65,R&B,40.759649,-73.987331
7494,12.85,12.85,Alternative,36.137061,-86.778496
7495,20.0,20.0,Blues,32.8220161,-79.9514654
7497,25.0,25.0,Country,32.788311,-79.936803
7498,25.0,25.0,Alternative,42.961269,-85.668812
7506,12.3,17.7,Rock,43.150062,-77.600122
7512,39.5,79.5,Rock,40.69137302,-73.98124051
7513,35.0,35.0,Rock,42.3528999,-71.1326128
7523,0.0,0.0,R&B,33.449979,-112.074318
7531,60.0,500.0,World,41.585319,-93.706533
7532,15.0,200.0,Dance/Electronic,41.25763,-96.17281
7534,0.0,0.0,R&B,33.449979,-112.074318
7548,23.0,23.0,Alternative,38.22902,-85.75285
7556,12.3,17.7,Alternative,43.150062,-77.600122
7562,20.0,40.0,Rock,29.9531499,-90.0661687
7578,25.0,25.0,Pop,34.0775847,-118.2606316
7581,19.27,19.27,Rock,36.137061,-86.778496
7582,26.26,215.41,Other,36.152076,-86.770085
7585,10.0,10.0,Alternative,40.014735,-83.000349
7595,25.0,39.5,Rock,32.790548,-96.814464
7609,27.5,75.0,Rock,43.6133,-116.20705
7610,28.1,28.1,Hip-Hop/Rap,40.722036,-73.986806
7622,19.95,19.95,Dance/Electronic,39.73355,-104.98706
7624,10.0,10.0,Folk,45.50122605,-122.65284748
7625,39.95,39.95,Dance/Electronic,34.102718,-118.327156
7633,22.84,22.84,Rock,37.769739,-122.420282
7637,20.75,140.05,Rock,32.71938,-117.16813
7638,20.0,20.0,Rock,42.461839,-83.134773
