,MIN_PRICE,MAX_PRICE,CLASSIFICATION_GENRE,VENUE_LATITUDE,VENUE_LONGITUDE
17628,35.0,99.0,Rock,40.349071,-74.07022
17639,25.0,45.0,Undefined,40.484138,-88.992789
17642,25.0,25.0,Rock,30.268487,-97.736192
17651,15.0,15.0,Rock,33.7918926,-84.3877907
17734,25.0,25.0,Country,33.999024,-81.035393
17738,50.0,115.0,Country,42.874941,-78.8762239
17778,20.0,20.0,Rock,39.092089,-84.493152
17791,65.0,150.0,Pop,36.11923772,-115.17165653
17800,20.0,20.0,Country,43.048563,-87.89606100000003
17808,20.0,20.0,Pop,38.0304746,-78.48181653
17833,89.95,99.95,Undefined,36.113397,-115.160087
17837,27.5,27.5,Rock,38.91795,-77.02373
17838,44.7,44.7,Dance/Electronic,47.596704,-122.332085
17848,59.5,279.5,Pop,42.00499247,-87.88750024
17857,20.0,20.0,Reggae,33.699879,-117.917493
17862,69.75,485.25,Rock,30.323925,-81.637323
17872,17.0,23.0,Dance/Electronic,40.037657,-76.304422
17893,25.0,25.0,Rock,29.95600891,-90.07397461
17894,35.0,45.0,Classical,26.35289,-80.08569
17900,30.0,30.0,Undefined,42.96362556,-85.67285053
17920,27.5,27.5,Rock,39.28763705,-76.60719037
17923,57.21,107.21,Dance/Electronic,36.102916,-115.169756
17931,15.0,119.75,Religious,38.049148,-84.5010377
17944,29.5,29.5,Rock,30.268487,-97.736192
17949,34.0,49.0,Undefined,30.412461,-88.892269
17970,99.5,149.5,Blues,35.4698781,-83.2995036
17977,25.0,25.0,Rock,41.08072105,-81.51970837
18000,15.0,45.0,Rock,43.6133,-116.20705
18004,78.0,98.0,Rock,37.708592,-122.133066
18027,25.0,25.0,Hip-Hop/Rap,32.225101,-110.969001
18034,30.0,300.0,Dance/Electronic,27.993871,-82.37106
18044,14.0,110.0,Undefined,43.080888,-89.374566
18099,59.98,79.98,Rock,36.1101115,-115.1708107
18165,46.0,116.0,R&B,32.0784855,-81.0977944
18168,149.0,299.0,Country,33.952206,-96.414088
18193,29.0,49.0,Folk,39.1424977,-94.5458707
18207,39.5,55.0,Rock,34.06141494,-118.30879207
18218,17.0,23.0,Pop,36.117775,-115.172576
18237,76.0,101.0,Undefined,36.11923772,-115.17165653
18252,28.5,28.5,Metal,33.8402272,-84.3795437
18264,21.5,21.5,R&B,42.396646,-71.123041
18298,57.21,107.21,Dance/Electronic,36.102916,-115.169756
18300,20.0,20.0,Rock,39.753332,-104.992516
18321,40.0,42.5,Rock,40.722392,-73.948408
18333,32.0,55.0,Religious,28.684922,-81.336486
18336,40.5,70.0,Dance/Electronic,29.76539,-95.36416
18349,49.0,49.0,Pop,33.751769,-84.389681
18364,39.5,39.5,Rock,38.03066678,-78.48125473
18374,31.0,31.0,Rock,35.815896,-78.619991
18405,17.65,17.65,Rock,40.722036,-73.986806
18486,49.5,145.0,Rock,40.779925,-73.980673
18495,59.98,79.98,Undefined,36.1101115,-115.1708107
18501,28.0,45.0,Undefined,45.68528,-111.04592
18506,18.0,18.0,Pop,42.3528999,-71.1326128
18525,36.0,62.5,Rock,33.8402272,-84.3795437
18538,35.0,75.0,Country,30.080174,-94.1265562
18542,15.0,15.0,Rock,37.6864,-97.3312
18547,32.5,99.5,Rock,41.35002986,-81.5266107
18566,32.5,55.0,Country,40.464828,-80.058873
18639,49.5,49.5,Hip-Hop/Rap,35.239095,-80.845519
18642,15.0,15.0,Rock,42.65288,-73.75036
18651,30.0,30.0,Other,33.751769,-84.389681
18723,17.5,57.5,Rock,43.07634404,-70.76009881
18728,27.5,54.5,Undefined,32.788311,-79.936803
18881,18.0,18.0,Hip-Hop/Rap,33.75184,-84.389887
18885,50.0,60.0,Dance/Electronic,38.91984858,-76.97281793
18896,20.0,20.0,Rock,42.025497,-76.415274
18901,37.0,47.0,Rock,42.46480942,-70.95121002
18933,15.0,20.0,Religious,32.7143327,-117.1612254
18934,39.99,39.99,Religious,34.076851,-118.381072
18960,27.5,27.5,Metal,33.6997648,-117.9175717
18964,25.0,25.0,Rock,34.051841,-118.267076
18990,15.0,15.0,Rock,47.713056,-122.570966
19074,45.0,65.0,Country,30.6908223,-88.0438137
19085,69.75,139.75,Rock,38.67209,-90.59321
19088,27.0,57.0,Rock,33.43699137,-111.94398356
19110,44.5,99.5,Rock,35.964436,-83.917071
19118,34.5,44.5,Undefined,33.758688,-84.391449
19120,29.5,29.5,Pop,41.88811537,-87.62931962
19127,25.0,25.0,Rock,30.262134,-97.729399
19130,31.0,175.5,Rock,45.53118896,-122.66645813
19158,26.0,71.0,Folk,32.7163734,-117.16008559
19168,27.5,27.5,Rock,38.569993,-121.49087928
19185,59.75,75.75,Undefined,29.226998,-81.010542
19189,16.5,46.5,Dance/Electronic,33.43699137,-111.94398356
19204,24.5,98.5,Country,40.81827927,-96.7089386
19210,15.0,35.0,Blues,40.349071,-74.07022
19215,25.0,25.0,Country,33.75184,-84.389887
19226,60.0,150.0,Hip-Hop/Rap,41.98029754,-91.66747781
19239,30.0,30.0,Rock,29.75377797,-95.36381697
19242,49.5,49.5,Rock,38.839787,-77.061339
19276,20.0,20.0,Dance/Electronic,42.395651,-71.069057
19284,19.5,59.5,Undefined,38.2481389,-85.7580034
19290,172.0,172.0,Rock,34.04024506,-118.2592392
19303,36.7,36.7,Undefined,36.011306,-115.175281
19318,25.0,25.0,Folk,33.524545,-86.774171
19331,22.5,22.5,Rock,47.66126297,-122.31405191
19363,23.0,23.0,Rock,39.96359,-82.984967
19380,20.0,35.0,Rock,33.4511853,-111.9263953
19388,39.99,69.99,Undefined,36.135691,-115.152356
19394,66.14,99.77,R&B,33.43699137,-111.94398356
19415,49.5,129.5,Latin,26.440127,-81.778614
19422,45.0,45.0,Rock,38.839787,-77.061339
19428,27.0,57.0,Metal,40.86969685,-73.42591099
19459,17.0,17.0,Rock,38.0304746,-78.48181653
19492,28.0,40.0,Rock,30.4114288,-87.2150604
19494,41.28,41.28,Rock,36.011306,-115.175281
19502,25.0,120.0,Rock,43.0797365,-89.3765191
19517,45.0,45.0,Rock,39.965803,-75.134686
19564,34.5,42.5,World,32.22193527,-110.96641541
19570,29.95,179.95,Latin,26.1201178,-98.2443992
19576,15.0,15.0,Rock,38.0304746,-78.48181653
19587,35.0,35.0,Rock,37.7842392,-122.4332936
19598,35.0,35.0,Rock,40.037657,-76.304422
19603,20.0,25.0,Dance/Electronic,38.902135,-77.032811
19635,29.5,49.5,Undefined,41.2516411,-80.82978
19675,27.52,27.52,Pop,36.011306,-115.175281
19684,23.0,23.0,Rock,32.790188,-79.938335
19689,32.5,59.0,Rock,40.349071,-74.07022
19691,50.76,81.76,Undefined,36.098738,-115.175011
19709,69.75,169.75,R&B,38.8330513,-77.3098503
19710,27.5,27.5,Rock,42.3323449,-83.041464
19747,29.5,64.5,Dance/Electronic,41.260143,-95.931222
19756,20.0,20.0,Rock,32.2236033,-110.9562453
19763,41.28,41.28,Rock,36.011306,-115.175281
19847,25.0,35.0,Undefined,41.0805464,-81.51972039
19857,18.0,18.0,R&B,34.04898,-118.23365
19871,27.5,55.0,Hip-Hop/Rap,44.98422,-93.27924
19875,20.0,119.75,Religious,42.341089,-83.055434
19889,29.5,55.0,Rock,39.75333786,-104.99507141
19892,15.0,15.0,Rock,33.75202,-84.38945
19903,39.5,216.25,Rock,41.0013461,-73.6654488
19954,25.0,25.0,Rock,35.240299,-80.845314
19973,39.0,69.0,Undefined,41.5260601,-88.0815767
19989,20.0,20.0,Hip-Hop/Rap,39.96477,-75.134457
20006,34.0,64.0,Other,44.262557,-88.411785
20035,18.0,18.0,Rock,40.721926,-73.957346
20154,39.5,39.5,Rock,33.8095868,-117.9229975
20170,20.0,20.0,Jazz,40.17542,-76.31327
20193,89.95,99.95,Undefined,36.113397,-115.160087
20206,57.21,107.21,Dance/Electronic,36.102916,-115.169756
20223,76.0,101.0,Undefined,36.11923772,-115.17165653
20228,25.0,25.0,Rock,34.0473,-118.24799
20233,59.5,159.0,Rock,38.8961209,-77.0296101
20252,10.0,10.0,Rock,40.480855,-79.972264
20270,36.5,86.5,Rock,40.86969685,-73.42591099
20277,52.99,212.99,Latin,40.84626724,-73.93835048
20294,15.0,119.75,Religious,30.416366,-87.208459
20304,16.0,16.0,Rock,38.0304746,-78.48181653
20316,152.0,152.0,Hip-Hop/Rap,33.508899,-86.797919
20332,35.0,35.0,Pop,30.262134,-97.729399
20335,30.95,69.95,R&B,39.744362,-104.990271
20336,89.95,99.95,Undefined,36.113397,-115.160087
20383,20.0,20.0,Rock,41.0013461,-73.6654488
20407,49.5,69.5,Rock,41.2453832,-75.8818108
20413,37.0,37.0,Dance/Electronic,43.656551,-70.258943
20415,25.0,25.0,Rock,34.0473,-118.24799
20445,30.0,50.0,Rock,45.68528,-111.04592
20450,89.95,99.95,Undefined,36.113397,-115.160087
20459,35.0,55.0,Country,33.451085,-112.079228
20505,60.0,120.0,Rock,40.69137302,-73.98124051
20554,52.0,232.0,Pop,33.9583,-118.341868
20555,23.0,33.0,Rock,39.838628,-86.171994
20577,20.0,35.0,Rock,35.7592887,-115.4523811
20595,15.0,35.0,Dance/Electronic,44.980837,-93.237034
20599,26.0,26.0,Rock,33.6997648,-117.9175717
20608,25.0,55.0,Blues,32.7885,-97.34775
20612,89.5,179.5,Dance/Electronic,40.779925,-73.980673
20629,59.0,250.0,Hip-Hop/Rap,30.437668,-84.2875229
20638,27.5,51.5,Rock,43.656551,-70.258943
20649,1.0,30.0,R&B,41.47631,-71.962329
20654,29.0,93.0,Classical,40.69186,-89.59397
20657,36.0,100.5,Rock,34.06141494,-118.30879207
20662,60.0,65.0,Pop,25.94960232,-80.13458177
20665,27.52,27.52,Pop,36.011306,-115.175281
20669,62.0,253.0,R&B,33.9942619,-81.036104
20678,30.0,55.0,Undefined,38.2963465,-122.2873698
20692,18.0,18.0,Pop,29.753929,-95.364056
20696,24.0,26.0,World,39.4714927,-87.4098434
20698,20.0,20.0,World,43.0797365,-89.3765191
20711,22.5,22.5,Dance/Electronic,41.5038299,-81.6646804
20713,45.5,69.5,Rock,25.792917,-80.13314
20716,20.0,20.0,Country,33.7918926,-84.3877907
20815,86.99,111.49,Undefined,36.1101115,-115.1708107
20820,59.5,59.5,Pop,40.6143211,-75.3569211
20842,20.0,20.0,Undefined,35.239095,-80.845519
20848,39.5,89.5,Rock,29.7628087,-95.3672891
20859,89.95,99.95,Undefined,36.113397,-115.160087
20877,20.0,20.0,R&B,35.1517949,-90.0501709
20881,15.0,15.0,Jazz,43.07634404,-70.76009881
20890,19.85,19.85,R&B,40.70708,-73.92193
20891,25.0,55.0,Country,33.455577,-117.1059
20898,63.0,203.0,Latin,32.872469,-96.942954
20923,27.5,55.0,Rock,36.173214,-86.783632
20927,24.55,24.55,Rock,40.722036,-73.986806
20951,20.0,20.0,Rock,29.78627,-95.36562
20963,39.5,109.5,Latin,35.771467,-78.639555
20995,20.0,45.0,Rock,40.73975368,-73.98501292
21007,50.0,50.0,R&B,34.075329,-117.566364
21016,34.5,94.5,Country,43.43586,-83.936171
21036,0.0,0.0,Country,41.900476,-74.00594130000002
21043,50.46,50.46,Rock,36.011306,-115.175281
21044,0.0,0.0,Country,41.900476,-74.00594130000002
21045,0.0,0.0,Country,41.900476,-74.00594130000002
21050,47.0,60.0,Rock,42.339324,-83.067158
21056,20.0,20.0,Rock,34.051841,-118.267076
21066,17.0,39.5,Dance/Electronic,32.790548,-96.814464
21072,0.0,0.0,Country,41.900476,-74.00594130000002
21115,45.0,95.0,Blues,39.197639,-86.238487
21122,15.0,20.0,Dance/Electronic,41.88811537,-87.62931962
21136,18.0,18.0,Folk,38.03066678,-78.48125473
21137,65.0,150.0,Pop,36.11923772,-115.17165653
21171,35.0,75.0,Rock,39.965473,-75.134829
21195,39.75,169.75,Country,41.5078737,-90.52071936
21196,22.5,37.5,Rock,32.379101,-86.312081
21202,49.5,69.5,Metal,29.42471628,-98.49110126
21249,36.5,76.5,Rock,32.0784855,-81.0977944
21274,65.0,150.0,Pop,36.11923772,-115.17165653
21283,49.0,229.0,Latin,41.0507831,-73.5395426
21313,27.5,65.0,Rock,41.260143,-95.931222
21332,25.0,25.0,Rock,32.785033,-96.80825
21349,39.5,79.5,Rock,40.86969685,-73.42591099
21361,12.0,12.0,Dance/Electronic,40.238168,-76.982145
21429,35.5,65.5,Pop,33.758688,-84.391449
21436,22.5,22.5,Hip-Hop/Rap,26.121094,-80.146162
21468,47.99,197.99,Other,41.976641,-87.86369
21520,30.0,30.0,Hip-Hop/Rap,39.941305,-75.148678
21525,10.0,10.0,Rock,40.014735,-83.000349
21544,30.0,30.0,R&B,34.0573,-118.25837
21605,69.0,179.0,Pop,36.11726269,-115.17272405
21620,29.5,29.5,Metal,42.3323449,-83.041464
21641,64.5,300.0,Rock,41.0013461,-73.6654488
21665,20.0,20.0,Rock,33.699879,-117.917493
21714,45.0,50.0,Rock,39.96359,-82.984967
21736,33.4,33.4,Rock,34.090897,-118.385693
21764,33.4,517.5,Rock,34.090897,-118.385693
21777,50.76,81.76,Undefined,36.098738,-115.175011
21786,35.0,355.0,Country,40.73340555,-74.17121214
21787,39.0,99.0,Rock,26.134246,-80.136172
21789,25.0,79.0,Rock,39.7765695,-84.0692765
21798,62.0,74.0,Religious,34.72705,-86.590659
21803,25.0,25.0,Rock,32.790188,-79.938335
21821,39.5,74.5,Country,35.048045,-85.305659
21837,18.0,45.0,Country,35.771467,-78.639555
21898,29.5,79.5,Rock,39.05211613,-121.5118332
21900,29.0,49.0,Undefined,33.281669,-111.973712
21927,29.5,69.5,Hip-Hop/Rap,35.2050931,-80.7953024
21932,35.5,95.5,Rock,31.758915,-106.492664
21961,12.83,30.84,Other,33.529436,-117.771375
21964,35.0,59.5,R&B,37.8077176,-122.2700597
21965,20.0,20.0,Alternative,29.946457,-90.065947
21980,0.0,0.0,Folk,41.86489,-87.78952
21982,39.5,59.5,Rock,32.76931197,-96.79808128
21991,0.0,0.0,Other,28.55976,-81.36474
22000,0.0,0.0,Other,28.55976,-81.36474
22005,0.0,0.0,Country,28.55976,-81.36474
22009,30.0,50.0,Undefined,35.048049,-85.305659
22016,0.0,0.0,Country,28.55976,-81.36474
22049,19.5,54.5,Rock,32.795625,-116.95955
22062,30.5,75.0,Rock,39.197639,-86.238487
22078,0.0,0.0,Other,41.900476,-74.00594130000002
22092,0.0,0.0,Alternative,41.86489,-87.78952
22101,45.0,80.0,Country,35.048049,-85.305659
22119,12.83,19.53,Reggae,33.529436,-117.771375
22127,45.0,100.0,Hip-Hop/Rap,30.080174,-94.1265562
22150,65.0,135.0,R&B,47.2389191,-122.4025028
22232,29.5,49.5,Pop,42.3471841,-71.0957036
22235,12.05,12.05,Alternative,43.0474234,-76.1518037
22242,24.0,24.0,Pop,33.751769,-84.389681
22245,25.0,85.0,Rock,33.5385959,-111.8656895
22263,5.0,5.0,Rock,41.477055,-81.7735853
22274,25.0,25.0,Rock,38.65553,-90.297191
22283,24.0,24.0,Country,39.96359,-82.984967
22296,60.0,60.0,Rock,30.26605,-97.740401
22305,59.98,79.98,Rock,36.1101115,-115.1708107
22335,40.5,60.5,Rock,32.788311,-79.936803
22362,38.95,38.95,Rock,40.722036,-73.986806
22373,20.0,40.0,Dance/Electronic,38.9153136,-77.0210937
22378,24.95,24.95,Dance/Electronic,32.7101458,-117.1616597
22383,10.0,10.0,Pop,43.11520773,-75.59038661
22394,24.65,24.65,World,36.9875105,-121.9828327
22403,20.0,20.0,Jazz,41.5706596,-81.5733357
22417,15.0,15.0,Country,45.50122605,-122.65284748
22420,20.01,20.01,Metal,37.769739,-122.420282
22427,24.5,61.5,Undefined,32.0784855,-81.0977944
22433,49.0,59.0,Rock,40.8980978,-75.6869693
22458,128.0,350.0,World,33.455577,-117.1059
22462,12.0,12.0,Metal,42.459561,-83.133209
22464,15.42,15.42,Alternative,38.8372852,-104.7899982
22476,25.0,25.0,Metal,42.355071,-83.327698
22481,59.0,250.0,Blues,37.809866,-122.268586
22492,33.5,86.75,Rock,42.4955836,-96.4049276
22496,29.5,39.5,Blues,39.101621,-84.507227
22497,27.53,27.53,Pop,36.1016781,-86.8178113
22513,13.33,13.33,World,33.747048,-117.866312
22515,39.0,69.0,R&B,33.7918926,-84.3877907
22522,25.0,25.0,Rock,38.91795,-77.02373
22532,13.36,13.36,Alternative,36.194958,-86.743149
22549,11.55,11.55,R&B,40.722974,-73.98608
22551,20.0,20.0,Alternative,36.15872,-95.99396
22553,12.0,12.0,Other,39.08258,-84.50955
22560,15.0,15.0,Alternative,42.459561,-83.133209
22562,15.0,15.0,Dance/Electronic,28.605164,-81.2977308
22569,7.0,7.0,Country,33.50539,-86.79049
22596,39.5,89.5,Metal,29.9531499,-90.0661687
22603,10.0,10.0,Other,28.0324123,-82.4524689
22609,31.33,56.56,Rock,38.299671,-122.285516
22611,25.0,25.0,Metal,42.3323449,-83.041464
22634,23.1,517.5,Rock,34.090897,-118.385693
22645,31.33,56.56,Rock,38.299671,-122.285516
22648,10.0,10.0,Alternative,42.28014,-83.7511
22650,15.0,15.0,Folk,28.559311203431,-81.3636810214
22663,15.42,15.42,Alternative,36.194958,-86.743149
22679,40.0,40.0,Rock,34.076851,-118.381072
22711,15.58,15.58,Other,42.2666,-71.79923
22724,57.21,107.21,Dance/Electronic,36.102916,-115.169756
22732,74.95,219.95,Dance/Electronic,38.9631,-119.94034
22735,13.61,13.61,Other,40.722974,-73.98608
22736,89.95,99.95,Undefined,36.113397,-115.160087
22738,36.0,56.0,Pop,34.06141494,-118.30879207
22741,26.0,26.0,Country,39.96359,-82.984967
22743,59.5,154.5,Rock,40.8124988,-74.2165153
22752,0.0,0.0,Other,33.99647,-118.45786
22757,39.5,59.5,Rock,29.75377797,-95.36381697
22758,57.21,107.21,Dance/Electronic,36.102916,-115.169756
22783,0.0,0.0,Hip-Hop/Rap,33.449979,-112.074318
22796,0.0,0.0,Alternative,42.28014,-83.7511
22813,39.5,269.5,Metal,41.4486599,-72.846188
22819,34.0,74.0,Rock,33.86799,-118.06182
22850,39.5,89.5,Rock,40.349071,-74.07022
22858,29.5,29.5,Pop,33.7918926,-84.3877907
22878,52.0,122.0,Jazz,41.588643,-93.638339
22916,15.0,15.0,Pop,34.04898,-118.23365
22932,69.5,109.5,R&B,34.8461045,-90.3313773
22937,44.99,74.99,R&B,36.135691,-115.152356
22948,29.5,29.5,Pop,33.8402272,-84.3795437
22956,29.5,49.5,Rock,32.78521325,-96.80851279
22983,10.0,10.0,Folk,30.268487,-97.736192
22994,25.0,85.0,Jazz,40.349071,-74.07022
23004,25.0,25.0,Metal,34.077729,-118.260108
23010,89.95,99.95,Undefined,36.113397,-115.160087
23019,49.0,179.0,Blues,30.6908223,-88.0438137
23020,30.0,30.0,Pop,38.65553,-90.297191
23069,20.0,20.0,Rock,34.04898,-118.23365
23072,42.5,94.5,Rock,41.9063,-87.659
23086,0.0,0.0,Folk,41.5706596,-81.5733357
23095,18.0,18.0,Pop,33.699879,-117.917493
23146,0.0,0.0,Other,40.7258559,-73.9840245
23159,29.5,79.5,Rock,40.520236,-80.214785
23195,17.95,17.95,Other,40.7258559,-73.9840245
23381,5.0,5.0,Folk,33.467108,-88.811518
23422,11.55,11.55,Other,40.722974,-73.98608
23448,39.5,45.0,Dance/Electronic,30.239574,-97.728048
23452,25.0,25.0,Dance/Electronic,34.051841,-118.267076
23544,0.0,0.0,Other,41.571146,-81.570444
23573,23.1,620.5,Rock,34.090897,-118.385693
23583,35.0,55.0,Pop,33.451085,-112.079228
23584,59.98,79.98,Undefined,36.1101115,-115.1708107
23586,50.0,120.0,World,39.825579,-86.239065
23616,39.5,39.5,Latin,33.8095868,-117.9229975
23617,20.0,20.0,Rock,33.751769,-84.389681
23640,49.5,69.5,Rock,40.69137302,-73.98124051
23671,29.5,69.5,Dance/Electronic,29.7628087,-95.3672891
23683,39.5,49.5,Rock,39.965803,-75.134686
23687,35.0,70.0,Rock,38.2963465,-122.2873698
23696,25.0,25.0,Rock,38.91795,-77.02373
23712,47.0,78.0,World,42.396753,-71.122819
23717,17.5,17.5,Rock,41.0013461,-73.6654488
23726,15.0,15.0,Metal,42.65288,-73.75036
23736,31.0,50.5,Rock,29.75377797,-95.36381697
23776,39.5,59.5,Metal,32.78521325,-96.80851279
23779,35.0,70.0,Country,39.197639,-86.238487
23786,29.0,79.0,Religious,33.543925,-82.127644
23788,23.0,45.0,Rock,32.7885,-97.34775
23796,20.0,20.0,Dance/Electronic,42.35330048,-71.04747991
23805,30.0,30.0,R&B,41.88811537,-87.62931962
23810,20.0,20.0,Rock,32.71662,-117.15951
23825,57.99,399.99,Pop,36.135691,-115.152356
23829,25.0,40.0,Undefined,38.655624,-90.297912
23847,27.5,53.0,Rock,29.95600891,-90.07397461
23848,20.0,20.0,Country,33.7918926,-84.3877907
23854,59.0,189.0,Latin,39.744362,-104.990271
23858,76.0,101.0,Undefined,36.11923772,-115.17165653
23861,20.0,143.8,Country,39.3408442,-84.4607023
23867,25.0,25.0,Undefined,40.721926,-73.957346
23876,28.0,65.0,Rock,32.748097,-117.131213
23877,30.0,50.0,Country,42.3471841,-71.0957036
23893,30.0,30.0,Hip-Hop/Rap,40.3563327,-75.9196123
23899,20.0,35.0,Country,40.73975368,-73.98501292
23905,27.5,27.5,Rock,38.569993,-121.49087928
23948,25.0,40.0,Hip-Hop/Rap,33.699879,-117.917493
23983,56.3,56.3,World,44.9483802,-93.2053802
23994,18.0,18.0,Country,34.076851,-118.381072
24017,60.0,60.0,Other,40.92896,-98.34157
24044,29.5,29.5,Rock,33.999024,-81.035393
24069,45.0,265.0,Latin,40.73340555,-74.17121214
24071,45.0,89.5,Rock,32.7885,-97.34775
24080,10.0,12.5,Rock,43.09206,-88.47913
24086,51.85,67.3,Other,34.098337,-118.337228
24106,15.0,40.0,Hip-Hop/Rap,38.24851446,-85.75788997
24139,25.0,35.0,Undefined,32.788311,-79.936803
24161,49.0,69.0,Hip-Hop/Rap,40.3351466,-75.92302063
24165,52.5,192.5,Latin,26.1201178,-98.2443992
24172,5.0,75.0,Country,41.7532445,-88.2084418
24189,20.0,20.0,Hip-Hop/Rap,33.7918926,-84.3877907
24200,59.5,189.5,Latin,32.872469,-96.942954
24201,25.0,25.0,Hip-Hop/Rap,34.0775847,-118.2606316
24205,10.0,12.5,Other,43.09206,-88.47913
24207,10.0,10.0,Other,43.09206,-88.47913
24209,10.0,12.5,Other,43.09206,-88.47913
24212,0.0,0.0,Country,41.571146,-81.570444
24216,14.95,14.95,Dance/Electronic,39.73355,-104.98706
24264,21.51,21.51,Rock,33.777011,-117.940602
24285,15.0,25.0,Pop,42.2185947623,-83.5218059153
24288,23.1,23.1,Rock,40.7257,-73.991673
24293,15.0,15.0,Folk,41.5706596,-81.5733357
24294,23.1,23.1,Rock,40.7257,-73.991673
24296,23.1,23.1,Rock,40.7257,-73.991673
24353,20.0,22.0,Pop,30.239574,-97.728048
24362,20.0,20.0,Other,34.0473,-118.24799
24368,49.0,129.0,Rock,36.17054,-115.1444
24375,25.0,25.0,Rock,34.077729,-118.260108
24377,29.75,29.75,Rock,33.999024,-81.035393
24381,20.0,20.0,Dance/Electronic,33.39607,-104.52143
24382,49.5,119.5,Latin,38.99734055,-77.02746183
24383,20.0,20.0,Reggae,40.721926,-73.957346
24389,35.0,35.0,Rock,34.051841,-118.267076
24390,33.14,33.14,Rock,36.1016781,-86.8178113
24393,27.53,27.53,Country,36.1016781,-86.8178113
24428,33.0,93.0,Country,41.0169827,-92.411414
24453,49.5,199.5,Hip-Hop/Rap,35.225222,-80.839921
24580,10.0,10.0,Alternative,42.28014,-83.7511
24581,23.1,23.1,Other,40.7258559,-73.9840245
24594,10.0,10.0,Rock,32.784321,-96.784998
24602,10.0,85.0,Rock,41.7407164,-87.9719824
24608,29.5,75.0,Rock,40.76963375,-111.90302543
24611,39.0,39.0,Country,33.2054,-111.78892
24619,1.0,51.0,Hip-Hop/Rap,37.8086762,122.2696327
24631,20.0,20.0,Other,41.90673,-87.65923
24643,0.0,50.0,R&B,37.8086762,122.2696327
24669,39.5,99.5,Country,39.0611494,-94.5905256
24977,18.0,18.0,Pop,38.91819,-77.02241
25070,20.0,35.0,Undefined,36.8493416,-76.0194075
25249,33.5,49.5,World,32.22193527,-110.96641541
25323,79.5,269.5,Hip-Hop/Rap,47.6221261,-122.35401604
25331,29.5,29.5,Hip-Hop/Rap,38.91795,-77.02373
25353,25.0,25.0,Rock,36.087535,-115.174742
25366,44.99,74.99,R&B,36.135691,-115.152356
25474,20.0,20.0,R&B,32.785033,-96.80825
25512,22.0,27.0,Undefined,43.656551,-70.258943
25529,49.5,79.5,Hip-Hop/Rap,32.76931197,-96.79808128
25554,12.0,12.0,Rock,33.806533,-117.912474
25555,101.75,201.37,Rock,35.14447403,-114.57705689
25720,20.25,130.25,Religious,39.96939661,-83.00636203
25791,39.5,39.5,Rock,40.774428,-111.905448
25946,70.0,645.0,Rock,36.105126,-115.175233
26185,39.5,49.5,Dance/Electronic,37.778479,-122.417473
26247,70.0,620.0,Rock,36.105126,-115.175233
26257,44.99,74.99,R&B,36.135691,-115.152356
26304,113.0,314.75,Hip-Hop/Rap,30.280735,-97.730837
26345,46.0,90.0,Country,39.0611494,-94.5905256
26348,29.5,44.5,Pop,33.451085,-112.079228
26380,39.5,44.5,Rock,39.75333786,-104.99507141
26439,95.65,216.65,Rock,40.6422839,-74.077484
26453,48.0,88.0,Rock,32.22193527,-110.96641541
26510,89.95,99.95,Undefined,36.113397,-115.160087
26550,44.0,114.0,Other,42.654511,-73.750175
26686,22.0,22.0,Dance/Electronic,46.87068,-113.996112
26719,49.0,59.0,Rock,39.376797,-74.435366
26724,20.0,20.0,Pop,40.720364,-73.993542
26796,59.0,129.0,Other,42.5364483,-83.0373454
26800,15.0,20.0,Rock,43.0797365,-89.3765191
26853,40.0,110.0,Classical,40.8119256,-73.6197704
26914,85.0,140.0,Rock,47.29161723561205,-122.1966087
26965,30.0,30.0,Rock,35.137961,-90.01005
26999,32.5,32.5,Rock,37.7842392,-122.4332936
27002,20.0,20.0,Rock,42.3518332,-71.1195379
27022,36.0,66.0,Rock,27.767075,-82.632401
27024,25.0,25.0,Dance/Electronic,39.965473,-75.134829
27028,49.5,99.5,Country,37.972343,-87.566044
27031,85.0,300.0,Other,36.39437,-97.87883
27038,25.0,25.0,Undefined,42.631734,-85.655616
27047,44.99,74.99,R&B,36.135691,-115.152356
27053,27.5,85.0,Rock,43.6133,-116.20705
27066,22.0,76.5,Country,31.5753517,-84.149057
27076,17.0,17.0,Dance/Electronic,33.75184,-84.389887
27078,22.0,22.0,Undefined,40.8980978,-75.6869693
27092,39.5,89.5,Hip-Hop/Rap,29.9500823,-90.07429652
27094,39.5,45.0,Dance/Electronic,30.239574,-97.728048
27106,57.99,399.99,Pop,36.135691,-115.152356
27123,65.0,150.0,Pop,36.11923772,-115.17165653
27129,28.5,28.5,Folk,35.13808,-90.90041
27134,18.0,18.0,Pop,34.077729,-118.260108
27176,45.0,45.0,Jazz,40.809953,-73.949311
27214,25.0,65.0,Country,42.338548,-83.05207
27218,32.5,32.5,Rock,41.88811537,-87.62931962
27226,30.0,400.0,Rock,41.7558752,-88.2161976
27256,0.0,0.0,Other,41.571146,-81.570444
27281,21.0,71.0,Country,33.515078,-86.80918
27304,20.0,20.0,Rock,38.971463,-95.235795
27305,20.0,30.0,Pop,41.4915974,-72.0914563
27312,38.5,54.5,Rock,32.22193527,-110.96641541
27326,22.5,22.5,Reggae,32.790188,-79.938335
27329,45.0,69.0,Rock,42.3471841,-71.0957036
27334,59.5,59.5,Other,39.744362,-104.990271
27346,49.5,49.5,Hip-Hop/Rap,37.7842392,-122.4332936
